index	Ontology	GO id	GO term	value	pval	qval
7212	BP	GO:0031580	membrane raft distribution	3	1.0	1.0
7213	BP	GO:0003157	endocardium development	2	1.0	1.0
7214	BP	GO:0010501	RNA secondary structure unwinding	1	1.0	1.0
7215	BP	GO:0002260	lymphocyte homeostasis	29	1.0	1.0
7216	BP	GO:0035115	embryonic forelimb morphogenesis	13	1.0	1.0
7217	BP	GO:2000975	positive regulation of pro-B cell differentiation	1	1.0	1.0
7218	BP	GO:0046761	viral budding from plasma membrane	5	1.0	1.0
7219	BP	GO:0052188	modification of cellular component in other organism involved in symbiotic interaction	2	1.0	1.0
7220	BP	GO:0009078	pyruvate family amino acid metabolic process	1	1.0	1.0
7221	BP	GO:0009155	purine deoxyribonucleotide catabolic process	6	1.0	1.0
7222	BP	GO:0045730	respiratory burst	10	1.0	1.0
7223	BP	GO:0045591	positive regulation of regulatory T cell differentiation	7	1.0	1.0
7224	BP	GO:0032276	regulation of gonadotropin secretion	7	1.0	1.0
7225	BP	GO:0035568	N-terminal peptidyl-proline methylation	1	1.0	1.0
7226	BP	GO:0051026	chiasma assembly	4	1.0	1.0
7227	BP	GO:0098876	vesicle-mediated transport to the plasma membrane	64	1.0	1.0
7228	BP	GO:0032392	DNA geometric change	32	1.0	1.0
7229	BP	GO:1901201	regulation of extracellular matrix assembly	5	1.0	1.0
7230	BP	GO:0010735	positive regulation of transcription via serum response element binding	1	1.0	1.0
7231	BP	GO:0019217	regulation of fatty acid metabolic process	38	1.0	1.0
7232	BP	GO:0031133	regulation of axon diameter	2	1.0	1.0
7233	BP	GO:0006629	lipid metabolic process	409	1.0	1.0
7234	BP	GO:0038128	ERBB2 signaling pathway	5	1.0	1.0
7235	BP	GO:0050684	regulation of mRNA processing	88	1.0	1.0
7236	BP	GO:1902953	positive regulation of ER to Golgi vesicle-mediated transport	2	1.0	1.0
7237	BP	GO:0009407	toxin catabolic process	2	1.0	1.0
7238	BP	GO:0046645	positive regulation of gamma-delta T cell activation	3	1.0	1.0
7239	BP	GO:0007004	telomere maintenance via telomerase	9	1.0	1.0
7240	BP	GO:0044791	positive regulation by host of viral release from host cell	3	1.0	1.0
7241	BP	GO:0003148	outflow tract septum morphogenesis	8	1.0	1.0
7242	BP	GO:0050807	regulation of synapse organization	73	1.0	1.0
7243	BP	GO:1990542	mitochondrial transmembrane transport	34	1.0	1.0
7244	BP	GO:0002292	T cell differentiation involved in immune response	9	1.0	1.0
7245	BP	GO:0007499	ectoderm and mesoderm interaction	1	1.0	1.0
7246	BP	GO:0043045	DNA methylation involved in embryo development	4	1.0	1.0
7247	BP	GO:0044403	biological process involved in symbiotic interaction	106	1.0	1.0
7248	BP	GO:0006720	isoprenoid metabolic process	31	1.0	1.0
7249	BP	GO:0006582	melanin metabolic process	5	1.0	1.0
7250	BP	GO:1900115	extracellular regulation of signal transduction	5	1.0	1.0
7251	BP	GO:0006029	proteoglycan metabolic process	15	1.0	1.0
7252	BP	GO:0019370	leukotriene biosynthetic process	9	1.0	1.0
7253	BP	GO:0042755	eating behavior	11	1.0	1.0
7254	BP	GO:0019068	virion assembly	4	1.0	1.0
7255	BP	GO:0010921	regulation of phosphatase activity	34	1.0	1.0
7256	BP	GO:0021691	cerebellar Purkinje cell layer maturation	2	1.0	1.0
7257	BP	GO:0010750	positive regulation of nitric oxide mediated signal transduction	2	1.0	1.0
7258	BP	GO:1903565	negative regulation of protein localization to cilium	1	1.0	1.0
7259	BP	GO:0036353	histone H2A-K119 monoubiquitination	8	1.0	1.0
7260	BP	GO:0002705	positive regulation of leukocyte mediated immunity	57	1.0	1.0
7261	BP	GO:0032834	positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response	1	1.0	1.0
7262	BP	GO:0061101	neuroendocrine cell differentiation	3	1.0	1.0
7263	BP	GO:0008406	gonad development	51	1.0	1.0
7264	BP	GO:0017038	protein import	74	1.0	1.0
7265	BP	GO:0051231	spindle elongation	1	1.0	1.0
7266	BP	GO:0046503	glycerolipid catabolic process	15	1.0	1.0
7267	BP	GO:0070092	regulation of glucagon secretion	5	1.0	1.0
7268	BP	GO:0046098	guanine metabolic process	3	1.0	1.0
7269	BP	GO:0014832	urinary bladder smooth muscle contraction	1	1.0	1.0
7270	BP	GO:0055123	digestive system development	2	1.0	1.0
7271	BP	GO:0046823	negative regulation of nucleocytoplasmic transport	10	1.0	1.0
7272	BP	GO:0098910	regulation of atrial cardiac muscle cell action potential	1	1.0	1.0
7273	BP	GO:0072081	specification of nephron tubule identity	1	1.0	1.0
7274	BP	GO:0008542	visual learning	15	1.0	1.0
7275	BP	GO:0006117	acetaldehyde metabolic process	1	1.0	1.0
7276	BP	GO:2000191	regulation of fatty acid transport	15	1.0	1.0
7277	BP	GO:1900452	regulation of long-term synaptic depression	4	1.0	1.0
7278	BP	GO:0043048	dolichyl monophosphate biosynthetic process	1	1.0	1.0
7279	BP	GO:1900037	regulation of cellular response to hypoxia	5	1.0	1.0
7280	BP	GO:0010643	cell communication by chemical coupling	1	1.0	1.0
7281	BP	GO:2000369	regulation of clathrin-dependent endocytosis	10	1.0	1.0
7282	BP	GO:0019541	propionate metabolic process	1	1.0	1.0
7283	BP	GO:1904772	response to tetrachloromethane	2	1.0	1.0
7284	BP	GO:0098700	neurotransmitter loading into synaptic vesicle	4	1.0	1.0
7285	BP	GO:0032237	activation of store-operated calcium channel activity	2	1.0	1.0
7286	BP	GO:2001190	positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	2	1.0	1.0
7287	BP	GO:1905099	positive regulation of guanyl-nucleotide exchange factor activity	1	1.0	1.0
7288	BP	GO:2000078	positive regulation of type B pancreatic cell development	2	1.0	1.0
7289	BP	GO:0034427	nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	7	1.0	1.0
7290	BP	GO:0034975	protein folding in endoplasmic reticulum	5	1.0	1.0
7291	BP	GO:0006206	pyrimidine nucleobase metabolic process	9	1.0	1.0
7292	BP	GO:0007611	learning or memory	92	1.0	1.0
7293	BP	GO:1901642	nucleoside transmembrane transport	1	1.0	1.0
7294	BP	GO:1905154	negative regulation of membrane invagination	2	1.0	1.0
7295	BP	GO:1902955	positive regulation of early endosome to recycling endosome transport	1	1.0	1.0
7296	BP	GO:2000379	positive regulation of reactive oxygen species metabolic process	33	1.0	1.0
7297	BP	GO:0042985	negative regulation of amyloid precursor protein biosynthetic process	2	1.0	1.0
7298	BP	GO:0070241	positive regulation of activated T cell autonomous cell death	1	1.0	1.0
7299	BP	GO:0070676	intralumenal vesicle formation	1	1.0	1.0
7300	BP	GO:0006639	acylglycerol metabolic process	24	1.0	1.0
7301	BP	GO:0090036	regulation of protein kinase C signaling	6	1.0	1.0
7302	BP	GO:1904627	response to phorbol 13-acetate 12-myristate	2	1.0	1.0
7303	BP	GO:0032954	regulation of cytokinetic process	1	1.0	1.0
7304	BP	GO:0090232	positive regulation of spindle checkpoint	4	1.0	1.0
7305	BP	GO:1900166	regulation of glial cell-derived neurotrophic factor production	2	1.0	1.0
7306	BP	GO:0001546	preantral ovarian follicle growth	1	1.0	1.0
7307	BP	GO:0150078	positive regulation of neuroinflammatory response	4	1.0	1.0
7308	BP	GO:2000408	negative regulation of T cell extravasation	1	1.0	1.0
7309	BP	GO:1904429	regulation of t-circle formation	3	1.0	1.0
7310	BP	GO:0006730	one-carbon metabolic process	17	1.0	1.0
7311	BP	GO:0072199	regulation of mesenchymal cell proliferation involved in ureter development	1	1.0	1.0
7312	BP	GO:2000279	negative regulation of DNA biosynthetic process	16	1.0	1.0
7313	BP	GO:2000110	negative regulation of macrophage apoptotic process	1	1.0	1.0
7314	BP	GO:0010718	positive regulation of epithelial to mesenchymal transition	18	1.0	1.0
7315	BP	GO:1903523	negative regulation of blood circulation	7	1.0	1.0
7316	BP	GO:0009682	induced systemic resistance	1	1.0	1.0
7317	BP	GO:0042423	catecholamine biosynthetic process	7	1.0	1.0
7318	BP	GO:0043046	DNA methylation involved in gamete generation	7	1.0	1.0
7319	BP	GO:0015822	ornithine transport	4	1.0	1.0
7320	BP	GO:0044770	cell cycle phase transition	68	1.0	1.0
7321	BP	GO:0030578	PML body organization	2	1.0	1.0
7322	BP	GO:0031113	regulation of microtubule polymerization	27	1.0	1.0
7323	BP	GO:0062234	platelet activating factor catabolic process	1	1.0	1.0
7324	BP	GO:0035519	protein K29-linked ubiquitination	2	1.0	1.0
7325	BP	GO:1904750	negative regulation of protein localization to nucleolus	1	1.0	1.0
7326	BP	GO:0006999	nuclear pore organization	4	1.0	1.0
7327	BP	GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	30	1.0	1.0
7328	BP	GO:1901724	positive regulation of cell proliferation involved in kidney development	5	1.0	1.0
7329	BP	GO:0035928	rRNA import into mitochondrion	2	1.0	1.0
7330	BP	GO:0070294	renal sodium ion absorption	2	1.0	1.0
7331	BP	GO:0009789	positive regulation of abscisic acid-activated signaling pathway	1	1.0	1.0
7332	BP	GO:0034378	chylomicron assembly	2	1.0	1.0
7333	BP	GO:0043353	enucleate erythrocyte differentiation	4	1.0	1.0
7334	BP	GO:0072268	pattern specification involved in metanephros development	1	1.0	1.0
7335	BP	GO:0046041	ITP metabolic process	2	1.0	1.0
7336	BP	GO:0098703	calcium ion import across plasma membrane	1	1.0	1.0
7337	BP	GO:0006779	porphyrin-containing compound biosynthetic process	11	1.0	1.0
7338	BP	GO:0086092	regulation of the force of heart contraction by cardiac conduction	1	1.0	1.0
7339	BP	GO:0099004	calmodulin dependent kinase signaling pathway	1	1.0	1.0
7340	BP	GO:0009240	isopentenyl diphosphate biosynthetic process	4	1.0	1.0
7341	BP	GO:0046544	development of secondary male sexual characteristics	1	1.0	1.0
7342	BP	GO:1905550	regulation of protein localization to endoplasmic reticulum	1	1.0	1.0
7343	BP	GO:1904506	negative regulation of telomere maintenance in response to DNA damage	2	1.0	1.0
7344	BP	GO:0006781	succinyl-CoA pathway	1	1.0	1.0
7345	BP	GO:0048265	response to pain	7	1.0	1.0
7346	BP	GO:0099541	trans-synaptic signaling by lipid	2	1.0	1.0
7347	BP	GO:0097238	cellular response to methylglyoxal	1	1.0	1.0
7348	BP	GO:0007610	behavior	196	1.0	1.0
7349	BP	GO:1904261	positive regulation of basement membrane assembly involved in embryonic body morphogenesis	1	1.0	1.0
7350	BP	GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	7	1.0	1.0
7351	BP	GO:0061588	calcium activated phospholipid scrambling	1	1.0	1.0
7352	BP	GO:0046951	ketone body biosynthetic process	1	1.0	1.0
7353	BP	GO:0060271	cilium assembly	110	1.0	1.0
7354	BP	GO:0070723	response to cholesterol	10	1.0	1.0
7355	BP	GO:0001570	vasculogenesis	25	1.0	1.0
7356	BP	GO:0030647	aminoglycoside antibiotic metabolic process	4	1.0	1.0
7357	BP	GO:0010908	regulation of heparan sulfate proteoglycan biosynthetic process	1	1.0	1.0
7358	BP	GO:0006041	glucosamine metabolic process	2	1.0	1.0
7359	BP	GO:0051955	regulation of amino acid transport	16	1.0	1.0
7360	BP	GO:0002854	positive regulation of T cell mediated cytotoxicity directed against tumor cell target	1	1.0	1.0
7361	BP	GO:0036164	cell-abiotic substrate adhesion	1	1.0	1.0
7362	BP	GO:0060251	regulation of glial cell proliferation	12	1.0	1.0
7363	BP	GO:0150117	positive regulation of cell-substrate junction organization	21	1.0	1.0
7364	BP	GO:0060340	positive regulation of type I interferon-mediated signaling pathway	3	1.0	1.0
7365	BP	GO:0014037	Schwann cell differentiation	2	1.0	1.0
7366	BP	GO:0043536	positive regulation of blood vessel endothelial cell migration	21	1.0	1.0
7367	BP	GO:0032801	receptor catabolic process	10	1.0	1.0
7368	BP	GO:0006957	complement activation, alternative pathway	7	1.0	1.0
7369	BP	GO:0032020	ISG15-protein conjugation	4	1.0	1.0
7370	BP	GO:0033624	negative regulation of integrin activation	1	1.0	1.0
7371	BP	GO:0050770	regulation of axonogenesis	54	1.0	1.0
7372	BP	GO:0048701	embryonic cranial skeleton morphogenesis	15	1.0	1.0
7373	BP	GO:1905563	negative regulation of vascular endothelial cell proliferation	3	1.0	1.0
7374	BP	GO:0055118	negative regulation of cardiac muscle contraction	2	1.0	1.0
7375	BP	GO:0071827	plasma lipoprotein particle organization	15	1.0	1.0
7376	BP	GO:0061550	cranial ganglion development	1	1.0	1.0
7377	BP	GO:0032417	positive regulation of sodium:proton antiporter activity	1	1.0	1.0
7378	BP	GO:1903347	negative regulation of bicellular tight junction assembly	1	1.0	1.0
7379	BP	GO:0009070	serine family amino acid biosynthetic process	9	1.0	1.0
7380	BP	GO:0034115	negative regulation of heterotypic cell-cell adhesion	9	1.0	1.0
7381	BP	GO:0021801	cerebral cortex radial glia-guided migration	2	1.0	1.0
7382	BP	GO:0030278	regulation of ossification	48	1.0	1.0
7383	BP	GO:0006529	asparagine biosynthetic process	1	1.0	1.0
7384	BP	GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	25	1.0	1.0
7385	BP	GO:0001503	ossification	43	1.0	1.0
7386	BP	GO:1901379	regulation of potassium ion transmembrane transport	43	1.0	1.0
7387	BP	GO:2000779	regulation of double-strand break repair	33	1.0	1.0
7388	BP	GO:0002707	negative regulation of lymphocyte mediated immunity	22	1.0	1.0
7389	BP	GO:0006221	pyrimidine nucleotide biosynthetic process	15	1.0	1.0
7390	BP	GO:0046958	nonassociative learning	2	1.0	1.0
7391	BP	GO:0006704	glucocorticoid biosynthetic process	1	1.0	1.0
7392	BP	GO:1903556	negative regulation of tumor necrosis factor superfamily cytokine production	29	1.0	1.0
7393	BP	GO:0002589	regulation of antigen processing and presentation of peptide antigen via MHC class I	1	1.0	1.0
7394	BP	GO:1990823	response to leukemia inhibitory factor	47	1.0	1.0
7395	BP	GO:0006266	DNA ligation	5	1.0	1.0
7396	BP	GO:1905675	negative regulation of adaptive immune memory response	1	1.0	1.0
7397	BP	GO:0120126	response to copper ion starvation	1	1.0	1.0
7398	BP	GO:0006499	N-terminal protein myristoylation	3	1.0	1.0
7399	BP	GO:0048840	otolith development	2	1.0	1.0
7400	BP	GO:0031914	negative regulation of synaptic plasticity	2	1.0	1.0
7401	BP	GO:0090030	regulation of steroid hormone biosynthetic process	3	1.0	1.0
7402	BP	GO:0046083	adenine metabolic process	2	1.0	1.0
7403	BP	GO:0001935	endothelial cell proliferation	9	1.0	1.0
7404	BP	GO:1904576	response to tunicamycin	1	1.0	1.0
7405	BP	GO:0000055	ribosomal large subunit export from nucleus	4	1.0	1.0
7406	BP	GO:0014897	striated muscle hypertrophy	11	1.0	1.0
7407	BP	GO:0010157	response to chlorate	1	1.0	1.0
7408	BP	GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	16	1.0	1.0
7409	BP	GO:0035732	nitric oxide storage	1	1.0	1.0
7410	BP	GO:1901341	positive regulation of store-operated calcium channel activity	2	1.0	1.0
7411	BP	GO:1900825	regulation of membrane depolarization during cardiac muscle cell action potential	2	1.0	1.0
7412	BP	GO:0072739	response to anisomycin	1	1.0	1.0
7413	BP	GO:0046707	IDP metabolic process	1	1.0	1.0
7414	BP	GO:0045947	negative regulation of translational initiation	8	1.0	1.0
7415	BP	GO:0097168	mesenchymal stem cell proliferation	1	1.0	1.0
7416	BP	GO:1901799	negative regulation of proteasomal protein catabolic process	29	1.0	1.0
7417	BP	GO:0032701	negative regulation of interleukin-18 production	1	1.0	1.0
7418	BP	GO:0071694	maintenance of protein location in extracellular region	1	1.0	1.0
7419	BP	GO:0060854	branching involved in lymph vessel morphogenesis	1	1.0	1.0
7420	BP	GO:0021924	cell proliferation in external granule layer	3	1.0	1.0
7421	BP	GO:0052403	negative regulation by host of symbiont catalytic activity	1	1.0	1.0
7422	BP	GO:0048730	epidermis morphogenesis	2	1.0	1.0
7423	BP	GO:0035358	regulation of peroxisome proliferator activated receptor signaling pathway	6	1.0	1.0
7424	BP	GO:2000490	negative regulation of hepatic stellate cell activation	1	1.0	1.0
7425	BP	GO:0001941	postsynaptic membrane organization	2	1.0	1.0
7426	BP	GO:0007021	tubulin complex assembly	3	1.0	1.0
7427	BP	GO:0002366	leukocyte activation involved in immune response	62	1.0	1.0
7428	BP	GO:1905897	regulation of response to endoplasmic reticulum stress	45	1.0	1.0
7429	BP	GO:2000635	negative regulation of primary miRNA processing	1	1.0	1.0
7430	BP	GO:0002175	protein localization to paranode region of axon	1	1.0	1.0
7431	BP	GO:0033044	regulation of chromosome organization	136	1.0	1.0
7432	BP	GO:0061518	microglial cell proliferation	2	1.0	1.0
7433	BP	GO:0016574	histone ubiquitination	27	1.0	1.0
7434	BP	GO:0070979	protein K11-linked ubiquitination	16	1.0	1.0
7435	BP	GO:0051382	kinetochore assembly	7	1.0	1.0
7436	BP	GO:0033077	T cell differentiation in thymus	12	1.0	1.0
7437	BP	GO:0032387	negative regulation of intracellular transport	33	1.0	1.0
7438	BP	GO:1901533	negative regulation of hematopoietic progenitor cell differentiation	4	1.0	1.0
7439	BP	GO:1901148	gene expression involved in extracellular matrix organization	1	1.0	1.0
7440	BP	GO:0046864	isoprenoid transport	1	1.0	1.0
7441	BP	GO:0006545	glycine biosynthetic process	3	1.0	1.0
7442	BP	GO:0001910	regulation of leukocyte mediated cytotoxicity	35	1.0	1.0
7443	BP	GO:0002337	B-1a B cell differentiation	1	1.0	1.0
7444	BP	GO:0034616	response to laminar fluid shear stress	5	1.0	1.0
7445	BP	GO:0032289	central nervous system myelin formation	1	1.0	1.0
7446	BP	GO:2000097	regulation of smooth muscle cell-matrix adhesion	4	1.0	1.0
7447	BP	GO:0010810	regulation of cell-substrate adhesion	106	1.0	1.0
7448	BP	GO:0036213	contractile ring contraction	1	1.0	1.0
7449	BP	GO:1904790	regulation of shelterin complex assembly	1	1.0	1.0
7450	BP	GO:0034248	regulation of cellular amide metabolic process	176	1.0	1.0
7451	BP	GO:0061387	regulation of extent of cell growth	40	1.0	1.0
7452	BP	GO:0019082	viral protein processing	4	1.0	1.0
7453	BP	GO:0007272	ensheathment of neurons	37	1.0	1.0
7454	BP	GO:1901344	response to leptomycin B	1	1.0	1.0
7455	BP	GO:2000195	negative regulation of female gonad development	3	1.0	1.0
7456	BP	GO:0015782	CMP-N-acetylneuraminate transmembrane transport	1	1.0	1.0
7457	BP	GO:0045927	positive regulation of growth	108	1.0	1.0
7458	BP	GO:0050951	sensory perception of temperature stimulus	2	1.0	1.0
7459	BP	GO:0044546	NLRP3 inflammasome complex assembly	1	1.0	1.0
7460	BP	GO:0003163	sinoatrial node development	2	1.0	1.0
7461	BP	GO:0005982	starch metabolic process	1	1.0	1.0
7462	BP	GO:0032482	Rab protein signal transduction	7	1.0	1.0
7463	BP	GO:0007253	cytoplasmic sequestering of NF-kappaB	8	1.0	1.0
7464	BP	GO:0048935	peripheral nervous system neuron development	5	1.0	1.0
7465	BP	GO:1990839	response to endothelin	1	1.0	1.0
7466	BP	GO:1902952	positive regulation of dendritic spine maintenance	2	1.0	1.0
7467	BP	GO:0002295	T-helper cell lineage commitment	6	1.0	1.0
7468	BP	GO:0007411	axon guidance	71	1.0	1.0
7469	BP	GO:0099509	regulation of presynaptic cytosolic calcium ion concentration	6	1.0	1.0
7470	BP	GO:0098927	vesicle-mediated transport between endosomal compartments	12	1.0	1.0
7471	BP	GO:1902659	regulation of glucose mediated signaling pathway	2	1.0	1.0
7472	BP	GO:0071800	podosome assembly	2	1.0	1.0
