MT-TF	ENSG00000210049
LINC01647	ENSG00000235643
GK	ENSG00000198814
RPL10P17	ENSG00000225196
AIG1P1	ENSG00000249089
FTH1P9	ENSG00000251395
AKAP13	ENSG00000170776
LINC02122	ENSG00000248474
ARHGEF16	ENSG00000130762
ALDH7A1P1	ENSG00000251400
LRRTM2	ENSG00000146006
KCNMA1-AS3	ENSG00000225652
MBL2	ENSG00000165471
FEM1C	ENSG00000145780
CTCF-DT	ENSG00000259804
SH3RF3-AS1	ENSG00000259863
EGFLAM-AS3	ENSG00000249071
CYCSP6	ENSG00000214429
CMC2	ENSG00000103121
CENPNP1	ENSG00000233671
ZNF664	ENSG00000179195
MTND1P29	ENSG00000237722
WDR70	ENSG00000082068
NPAS2-AS1	ENSG00000230140
ABCC2	ENSG00000023839
CCR8	ENSG00000179934
SEMA4F	ENSG00000135622
Metazoa_SRP	ENSG00000276918
PPIAP71	ENSG00000244183
BRD9P1	ENSG00000254736
RNU1-84P	ENSG00000202317
CSNKA2IP	ENSG00000283434
NPAS4	ENSG00000174576
SLC49A3	ENSG00000169026
ADTRP	ENSG00000111863
ROBO2	ENSG00000185008
RBP7	ENSG00000162444
PACS1	ENSG00000175115
ARF1P3	ENSG00000253885
ANXA13	ENSG00000104537
PRAMEF13	ENSG00000279169
TMEM132D-AS1	ENSG00000249196
GPR157	ENSG00000180758
HMGB1P29	ENSG00000250862
UPK1A	ENSG00000105668
PRAMEF32P	ENSG00000231219
RETREG1-AS1	ENSG00000246214
SCYL2	ENSG00000136021
RPS26P56	ENSG00000226339
ZBTB40	ENSG00000184677
RNA5SP513	ENSG00000201518
SMARCA1	ENSG00000102038
CGA	ENSG00000135346
RPL3P6	ENSG00000213891
DUX4L51	ENSG00000250482
PAIP1	ENSG00000172239
RPL23AP27	ENSG00000225669
ST6GAL2-IT1	ENSG00000238250
BNIP3P34	ENSG00000269509
RPS12P3	ENSG00000232713
POLR2C	ENSG00000102978
CENPNP2	ENSG00000228615
SHLD2P3	ENSG00000189014
MRPS9-AS1	ENSG00000231851
RN7SL453P	ENSG00000276544
UBA2	ENSG00000126261
RHEBP2	ENSG00000226964
NPNT	ENSG00000168743
RB1CC1	ENSG00000023287
PLG	ENSG00000122194
NPY4R2	ENSG00000264717
FAM25C	ENSG00000276430
LINC02579	ENSG00000233694
MED15P4	ENSG00000224679
RNU6-85P	ENSG00000271932
Y_RNA	ENSG00000201548
CCT4P1	ENSG00000242703
ENO1-AS1	ENSG00000230679
LIPJ	ENSG00000204022
LINC02347	ENSG00000214043
MRPS33	ENSG00000090263
MICOS10-NBL1	ENSG00000270136
RPLP0P2	ENSG00000243742
RPL7P34	ENSG00000237205
LIPF	ENSG00000182333
DAGLA	ENSG00000134780
UBN1	ENSG00000118900
MFSD9	ENSG00000135953
SMIM28	ENSG00000262543
LYRM4	ENSG00000214113
DUS4L	ENSG00000105865
FBXO44	ENSG00000132879
LNCDAT	ENSG00000288638
RN7SL221P	ENSG00000239472
PKMP5	ENSG00000215057
FLJ42969	ENSG00000248599
NRN1	ENSG00000124785
SLC5A7	ENSG00000115665
MYRF-AS1	ENSG00000124915
MIR7853	ENSG00000263572
MIR5683	ENSG00000283616
OCRL	ENSG00000122126
SNAPC5P1	ENSG00000241216
F13A1	ENSG00000124491
CPA6	ENSG00000165078
CPA2	ENSG00000158516
PLA2G1B	ENSG00000170890
NAPGP1	ENSG00000271408
TMEM258	ENSG00000134825
KRT8P38	ENSG00000226358
LINC00506	ENSG00000281392
RCBTB2P1	ENSG00000235150
LIPM	ENSG00000173239
PROS2P	ENSG00000189002
CACNA2D3-AS1	ENSG00000243715
DYNC1LI2-DT	ENSG00000246777
IL1B	ENSG00000125538
MIR611	ENSG00000284108
FEN1	ENSG00000168496
MAPKAPK3	ENSG00000114738
LIPN	ENSG00000204020
LINC02544	ENSG00000261039
DUS2	ENSG00000167264
SNX24	ENSG00000064652
RNU6-598P	ENSG00000200887
EEF1A1P39	ENSG00000230125
ADGRD1	ENSG00000111452
VTA1P1	ENSG00000224999
DNM1P17	ENSG00000250833
GOLGA2P6	ENSG00000241621
PRAMEF10	ENSG00000187545
CPA4	ENSG00000128510
RN7SL241P	ENSG00000239625
CYCSP23	ENSG00000253495
FADS1	ENSG00000149485
MIR7162	ENSG00000284277
NIFKP1	ENSG00000214434
SMIM15P2	ENSG00000270326
ODF1	ENSG00000155087
CCND3P1	ENSG00000224473
MAP3K8	ENSG00000107968
CYP2A13	ENSG00000197838
DNASE1L1	ENSG00000013563
CCDC28A-AS1	ENSG00000279968
PRAMEF11	ENSG00000239810
CTHRC1	ENSG00000164932
ACKR4P1	ENSG00000225415
CCDC28A	ENSG00000024862
BSPH1	ENSG00000188334
PRAMEF1	ENSG00000116721
HNRNPA1P32	ENSG00000213778
RN7SL63P	ENSG00000239744
TCP10L3	ENSG00000203690
SNRPGP12	ENSG00000226734
KIR2DS4	ENSG00000221957
CRIM1	ENSG00000150938
SMNDC1	ENSG00000119953
NDUFA5P2	ENSG00000253454
CFL1P6	ENSG00000215785
FAM193A	ENSG00000125386
RPL10AP6	ENSG00000226360
CPA1	ENSG00000091704
RPS10P16	ENSG00000239917
ZNF420	ENSG00000197050
MED30	ENSG00000164758
ARL6	ENSG00000113966
NPHP4	ENSG00000131697
AMZ2P2	ENSG00000219249
MIR3918	ENSG00000265558
RFESD	ENSG00000175449
EZR-AS1	ENSG00000233893
RPSAP43	ENSG00000216471
RNA5SP213	ENSG00000212333
CEBPA-DT	ENSG00000267296
LINC02536	ENSG00000281248
RPS20P20	ENSG00000241942
DUSP5-DT	ENSG00000273143
MRPS17P5	ENSG00000274493
ZNF324B	ENSG00000249471
GSTA1	ENSG00000243955
HMGB3P5	ENSG00000237642
DUSP5	ENSG00000138166
MESTIT1	ENSG00000272701
RDH10	ENSG00000121039
LIX1	ENSG00000145721
ARMCX5	ENSG00000125962
MEST	ENSG00000106484
VGLL3	ENSG00000206538
AFTPH-DT	ENSG00000260101
MTPAP	ENSG00000107951
ARHGAP26-IT1	ENSG00000230789
ZNF616	ENSG00000204611
RBM41	ENSG00000089682
SUCLG1	ENSG00000163541
WASHC5	ENSG00000164961
GSTA6P	ENSG00000223622
GSTA5	ENSG00000182793
HAVCR2	ENSG00000135077
TUBGCP4	ENSG00000137822
GBE1	ENSG00000114480
GSTA11P	ENSG00000230375
ZNF471	ENSG00000196263
GSTA10P	ENSG00000230845
NCR2	ENSG00000096264
GAB3	ENSG00000160219
RNU7-171P	ENSG00000238406
RNU6-571P	ENSG00000206855
MED28P1	ENSG00000214875
ACTBP14	ENSG00000229001
LINC01766	ENSG00000224910
SRGN	ENSG00000122862
LINC01276	ENSG00000226917
RPL17P17	ENSG00000223409
SPTAN1	ENSG00000197694
MIR4641	ENSG00000266494
SLC17A4	ENSG00000146039
Metazoa_SRP	ENSG00000274008
RPS12P17	ENSG00000233163
MIR1908	ENSG00000284416
MTCO2P6	ENSG00000240951
ASS1P10	ENSG00000215325
ANXA8	ENSG00000265190
HNRNPA3P8	ENSG00000239699
PPP5C	ENSG00000011485
FADS3	ENSG00000221968
HMGB1P38	ENSG00000243877
AHCYP3	ENSG00000233955
DOCK3	ENSG00000088538
SLCO4C1	ENSG00000173930
RPS12P4	ENSG00000236533
RPL23AP34	ENSG00000225991
NMS	ENSG00000204640
SLC17A1	ENSG00000124568
SNORA36A	ENSG00000206948
MIR664B	ENSG00000284450
SNORA56	ENSG00000206693
LINC01868	ENSG00000234169
SMIM9	ENSG00000203870
MIR1184-1	ENSG00000221533
PPIAP63	ENSG00000231570
SYTL4	ENSG00000102362
IGKV1-5	ENSG00000243466
IFNG	ENSG00000111537
ST8SIA4	ENSG00000113532
ARL5AP1	ENSG00000227864
KIAA1210	ENSG00000250423
RUFY2	ENSG00000204130
LINC02845	ENSG00000253644
EML4	ENSG00000143924
PABPN1L	ENSG00000205022
RGS20	ENSG00000147509
WWC3	ENSG00000047644
VDAC1	ENSG00000213585
GXYLT2	ENSG00000172986
LINC02412	ENSG00000258171
SLC17A3	ENSG00000124564
TMEM201	ENSG00000188807
SNRNP35	ENSG00000184209
PPP1R14D	ENSG00000166143
PRICKLE2-AS1	ENSG00000241111
ICE2P2	ENSG00000242705
RARRES2P7	ENSG00000260812
ID2B	ENSG00000237456
C16orf74	ENSG00000154102
RPP25	ENSG00000178718
VPS33B	ENSG00000184056
TMED7	ENSG00000134970
FBXL2	ENSG00000153558
LINC00943	ENSG00000189238
MIR6746	ENSG00000277892
RAB3IL1	ENSG00000167994
TAF11L6	ENSG00000284042
MINAR2	ENSG00000186367
RPS14P8	ENSG00000239528
NHSL2	ENSG00000204131
PSG10P	ENSG00000248257
RPS12P10	ENSG00000225147
FENDRR	ENSG00000268388
LINC01714	ENSG00000227634
RPL7L1P4	ENSG00000249582
LCOR	ENSG00000196233
SQLE-DT	ENSG00000253513
MTCO1P4	ENSG00000253556
KIR3DL2	ENSG00000240403
XAGE1B	ENSG00000204382
ERAP2	ENSG00000164308
PDCL3P2	ENSG00000282989
MTOR	ENSG00000198793
LINC02193	ENSG00000260923
RNU6-1243P	ENSG00000200898
RPL30P16	ENSG00000230169
H2AC3P	ENSG00000242387
MYRF	ENSG00000124920
H2AZP2	ENSG00000253173
H2BP5	ENSG00000277410
TRIM38	ENSG00000112343
RNF19A	ENSG00000034677
H3P26	ENSG00000224447
H1-1	ENSG00000124610
CXorf51A	ENSG00000224440
CBFA2T3	ENSG00000129993
ANAPC1P6	ENSG00000235486
H3C1	ENSG00000275714
VTI1A	ENSG00000151532
H4C1	ENSG00000278637
H3C2	ENSG00000286522
H2AC4	ENSG00000278463
HEPH	ENSG00000089472
H2BC3	ENSG00000276410
H2AC5P	ENSG00000234816
LINC01593	ENSG00000231221
H3C3	ENSG00000287080
MTND4P26	ENSG00000234065
H1-2	ENSG00000187837
H1-6	ENSG00000187475
H1-4	ENSG00000168298
LINC01956	ENSG00000258910
PRXL2AP1	ENSG00000257220
LARP1P1	ENSG00000217159
PGM5P4	ENSG00000225398
H2BC6	ENSG00000274290
MTND2P21	ENSG00000230950
LINC01955	ENSG00000281477
H4C4	ENSG00000277157
LINC00508	ENSG00000256971
RPL22P8	ENSG00000237745
MICB	ENSG00000204516
SMC3P1	ENSG00000231822
LINC02826	ENSG00000275212
SH3RF3	ENSG00000172985
KIFBP	ENSG00000198954
TRMT10BP1	ENSG00000253580
KNOP1P3	ENSG00000224344
LSM3P2	ENSG00000257847
CIAO1	ENSG00000144021
ZNF10	ENSG00000256223
RIMS2	ENSG00000176406
ZFP28-DT	ENSG00000267421
RPL37P23	ENSG00000243680
Y_RNA	ENSG00000201680
PPIAP9	ENSG00000219797
RPL15P4	ENSG00000225499
FCAR	ENSG00000186431
MCCD1	ENSG00000204511
TMEM182	ENSG00000170417
DDX39B	ENSG00000198563
LINC02729	ENSG00000255335
MYOD1	ENSG00000129152
DNAJA2-DT	ENSG00000261173
ANAPC4	ENSG00000053900
FOXF1	ENSG00000103241
ASAH2B	ENSG00000204147
KCNC1	ENSG00000129159
AP4S1	ENSG00000100478
LINC02443	ENSG00000256115
CDYL2	ENSG00000166446
NPAP1	ENSG00000185823
VPS13C	ENSG00000129003
RPL35AP16	ENSG00000239602
FBH1	ENSG00000134452
ACAT1	ENSG00000075239
UBA52P7	ENSG00000241656
SNX2	ENSG00000205302
HK2-DT	ENSG00000272711
UBTFL5	ENSG00000204705
CNTN1	ENSG00000018236
COA5	ENSG00000183513
RPEP2	ENSG00000234158
CENPT	ENSG00000102901
GALM	ENSG00000143891
ENPP7P2	ENSG00000239959
FRMD4B	ENSG00000114541
LINC02329	ENSG00000258814
IL36B	ENSG00000136696
LINC00911	ENSG00000259107
FLRT2	ENSG00000185070
ELANE	ENSG00000197561
C1QTNF7	ENSG00000163145
MIR335	ENSG00000199043
LYPD1	ENSG00000150551
Metazoa_SRP	ENSG00000276213
GALNT11	ENSG00000178234
MIR7843	ENSG00000273830
LINC00486	ENSG00000236854
Y_RNA	ENSG00000206751
TP73	ENSG00000078900
CYP2F1	ENSG00000197446
PAPOLA	ENSG00000090060
REXO2	ENSG00000076043
IGKV5-2	ENSG00000211599
CFAP299	ENSG00000197826
RPS14P5	ENSG00000225933
BBIP1P1	ENSG00000271532
DUSP2	ENSG00000158050
LINC02039	ENSG00000248107
FAM174A-DT	ENSG00000247877
FTH1P23	ENSG00000242960
GUCY1A1	ENSG00000164116
MTND6P4	ENSG00000249119
EIF4BP4	ENSG00000229572
CYB561D2	ENSG00000271858
ACTR3BP2	ENSG00000226481
LYPD5	ENSG00000159871
ACTR3	ENSG00000115091
EEF1GP3	ENSG00000226845
KRT18P60	ENSG00000215208
SELENOTP2	ENSG00000271585
YBX1P4	ENSG00000213188
MUSTN1	ENSG00000272573
SEPTIN7P6	ENSG00000241007
LINC02413	ENSG00000257345
Y_RNA	ENSG00000253088
FABP5P3	ENSG00000241735
NR2F1-AS1	ENSG00000237187
ATP6V1G2-DDX39B	ENSG00000254870
CCT8L1P	ENSG00000020219
SSH1	ENSG00000084112
LINC01003	ENSG00000261455
SNORD117	ENSG00000201785
CPSF4	ENSG00000160917
SNORD84	ENSG00000265236
DDX39B-AS1	ENSG00000234006
NFKBIL1	ENSG00000204498
MTND5P28	ENSG00000223549
SRMP3	ENSG00000229173
FAM138B	ENSG00000226516
CABP5	ENSG00000105507
CCDC148-AS1	ENSG00000227480
DPP10-AS2	ENSG00000235717
IGKV1OR2-1	ENSG00000235235
ZFP28	ENSG00000196867
DDX18	ENSG00000088205
NXPE2P1	ENSG00000255982
SPACA5	ENSG00000171489
NXPE1	ENSG00000095110
CTNNB1	ENSG00000168036
ZMAT1	ENSG00000166432
RAB2A	ENSG00000104388
LTA	ENSG00000226979
NXPE4	ENSG00000137634
KRTDAP	ENSG00000188508
CT45A7	ENSG00000273696
ATP5MF	ENSG00000241468
SMYD1	ENSG00000115593
TMPRSS13	ENSG00000137747
MAPKAPK5	ENSG00000089022
TNF	ENSG00000232810
RPP30	ENSG00000148688
PSMB10	ENSG00000205220
LAGE3	ENSG00000196976
ENOX2	ENSG00000165675
LTB	ENSG00000227507
CYP2T3P	ENSG00000268529
CEACAMP9	ENSG00000230529
RPL7AP69	ENSG00000268483
ADHFE1	ENSG00000147576
RPL36P16	ENSG00000224476
NT5C1B-RDH14	ENSG00000250741
ZNF789	ENSG00000198556
LST1	ENSG00000204482
NCR1	ENSG00000189430
DDX11L2	ENSG00000236397
EMC8	ENSG00000131148
NXPH2	ENSG00000144227
RPL17P12	ENSG00000230559
ARL1	ENSG00000120805
ZNF394	ENSG00000160908
EIF2S2P7	ENSG00000271115
NDUFB4P5	ENSG00000226114
SPIN2A	ENSG00000147059
RDH14	ENSG00000240857
BTF3P5	ENSG00000233594
SHROOM4	ENSG00000158352
LINC02898	ENSG00000205086
FAM200A	ENSG00000221909
NUMB	ENSG00000133961
MTCO1P43	ENSG00000228898
IL10RA	ENSG00000110324
ATP5F1BP1	ENSG00000231635
LINC01114	ENSG00000234177
ZNF655	ENSG00000197343
NPIPA2	ENSG00000254852
ZNF470	ENSG00000197016
NCKAP5-IT1	ENSG00000232474
NEBL	ENSG00000078114
LINC01961	ENSG00000234148
SRSF3P5	ENSG00000235325
CRYGGP	ENSG00000223710
EN1	ENSG00000163064
FAM104B	ENSG00000182518
NPIPA5	ENSG00000183793
YTHDC1	ENSG00000083896
CCDC148	ENSG00000153237
PRELID2P1	ENSG00000257336
ZNF586	ENSG00000083828
TMEM132D-AS2	ENSG00000256699
RFC5	ENSG00000111445
Y_RNA	ENSG00000206663
MAP7D2	ENSG00000184368
GNPATP	ENSG00000259844
SIGLEC31P	ENSG00000268847
RN7SL828P	ENSG00000272075
MTND5P34	ENSG00000260147
GAPDHS	ENSG00000105679
TMPRSS4	ENSG00000137648
NCR3	ENSG00000204475
Y_RNA	ENSG00000201034
MIR5587	ENSG00000266124
MIR3176	ENSG00000266235
MIR6859-4	ENSG00000278739
MIR3180-5	ENSG00000264397
MIR4717	ENSG00000264004
SNORD60	ENSG00000206630
RN7SL850P	ENSG00000263955
Metazoa_SRP	ENSG00000278700
MIR6769A	ENSG00000276641
Metazoa_SRP	ENSG00000276096
MIR3677	ENSG00000266643
Y_RNA	ENSG00000200059
MIR4516	ENSG00000265867
Y_RNA	ENSG00000201075
MIR3180-4	ENSG00000264115
MIR4718	ENSG00000264733
MIR940	ENSG00000284346
MIR3180-1	ENSG00000265537
MIR1972-1	ENSG00000238728
MIR6511B2	ENSG00000283346
MIR3179-3	ENSG00000266454
Y_RNA	ENSG00000207294
BASP1-AS1	ENSG00000215196
MIR3670-3	ENSG00000265776
MIR6511A4	ENSG00000273613
RNU7-125P	ENSG00000238964
MIR3180-3	ENSG00000266291
RN7SL274P	ENSG00000242430
RNU4-46P	ENSG00000222750
MIR3179-1	ENSG00000284305
Y_RNA	ENSG00000207425
MIR6511A1	ENSG00000275259
MIR193B	ENSG00000207639
MIR6770-1	ENSG00000278265
MIR365A	ENSG00000199130
MIR3680-1	ENSG00000265462
RN7SL557P	ENSG00000266166
DOCK1	ENSG00000150760
MIR6511B1	ENSG00000284008
Y_RNA	ENSG00000201371
STK32A	ENSG00000169302
RNU6-159P	ENSG00000212382
RNU6-1241P	ENSG00000207266
MIR6770-3	ENSG00000275391
Y_RNA	ENSG00000206927
RNU6-1340P	ENSG00000207167
MIR3670-1	ENSG00000263918
MIR548W	ENSG00000265005
RNA5SP405	ENSG00000199929
MIR3670-4	ENSG00000274025
MIR3179-4	ENSG00000277014
RNA5SP409	ENSG00000252624
RNA5SP406	ENSG00000251915
RNU6-257P	ENSG00000222170
RNA5SP408	ENSG00000251924
RNA5SP410	ENSG00000252094
Metazoa_SRP	ENSG00000275909
RNU6-845P	ENSG00000199448
RNA5SP413	ENSG00000252182
RNA5SP415	ENSG00000253055
RNA5SP416	ENSG00000252647
UQCRHP1	ENSG00000230622
RNA5SP417	ENSG00000252268
ZNF235	ENSG00000159917
RNA5SP418	ENSG00000251760
RNA5SP419	ENSG00000251717
AIF1	ENSG00000204472
RNA5SP420	ENSG00000252806
RNA5SP421	ENSG00000252673
RNA5SP422	ENSG00000252587
RNA5SP423	ENSG00000252936
Y_RNA	ENSG00000222767
RNA5SP411	ENSG00000276599
C2orf76	ENSG00000186132
RNA5SP425	ENSG00000222268
RNA5SP412	ENSG00000277004
5S_rRNA	ENSG00000288601
RNA5SP414	ENSG00000274228
RNA5-8SP2	ENSG00000200434
RNA5SP407	ENSG00000222207
RN7SL841P	ENSG00000239555
RN7SKP142	ENSG00000223168
RNU4-58P	ENSG00000200062
ANGPTL7	ENSG00000171819
RNU6-21P	ENSG00000207441
Metazoa_SRP	ENSG00000275808
RRS1	ENSG00000179041
RNA5SP428	ENSG00000201999
RN7SKP76	ENSG00000201289
Y_RNA	ENSG00000207173
RNU7-90P	ENSG00000238731
RNU7-71P	ENSG00000251868
RNA5SP430	ENSG00000199299
RNU6-758P	ENSG00000252101
LACTB2-AS1	ENSG00000246366
RN7SKP233	ENSG00000252814
RNA5SP433	ENSG00000201361
SNORD33	ENSG00000252022
GUCY1B1	ENSG00000061918
U6	ENSG00000283564
MIR1910	ENSG00000283416
MIR4719	ENSG00000266426
MIR6774	ENSG00000274134
RN7SKP190	ENSG00000251888
BCAM	ENSG00000187244
SNORA62	ENSG00000252443
MIR140	ENSG00000208017
MIR5189	ENSG00000263456
RN7SKP176	ENSG00000260682
SMILR	ENSG00000255364
MIR6775	ENSG00000278598
RN7SL381P	ENSG00000263968
Y_RNA	ENSG00000199949
RNU1-103P	ENSG00000252311
MIR4722	ENSG00000284585
KREMEN2	ENSG00000131650
CHRNA2	ENSG00000120903
TMEM225B	ENSG00000244219
LINC02441	ENSG00000256643
H3P25	ENSG00000275506
AK3P4	ENSG00000248722
MIR23C	ENSG00000264566
RUNX3-AS1	ENSG00000229162
EIF1AX	ENSG00000173674
HES5	ENSG00000197921
VTRNA2-1	ENSG00000270123
CCT6P2	ENSG00000250526
HSPD1P18	ENSG00000248351
LINC00939	ENSG00000249267
ZSCAN25	ENSG00000197037
SNORA38	ENSG00000200816
MIR6832	ENSG00000274494
APOM	ENSG00000204444
RHOBTB3	ENSG00000164292
WDR73	ENSG00000177082
KRT18P33	ENSG00000214533
GACAT1	ENSG00000232991
PARK7	ENSG00000116288
PABPC1P6	ENSG00000227497
ITPR2	ENSG00000123104
RPL23AP7	ENSG00000240356
DNAJA1P2	ENSG00000236917
CYP27C1	ENSG00000186684
EIF1AX-AS1	ENSG00000225037
RPS6KA3	ENSG00000177189
CYP3A5	ENSG00000106258
C6orf47	ENSG00000204439
C6orf47-AS1	ENSG00000227198
GPANK1	ENSG00000204438
LINC02064	ENSG00000248391
PSG5	ENSG00000204941
SPR	ENSG00000116096
RPL12P48	ENSG00000270865
PRXL2AP2	ENSG00000254213
OTX2P2	ENSG00000227134
STK3	ENSG00000104375
SF3B6	ENSG00000115128
CC2D2B	ENSG00000188649
PKMYT1	ENSG00000127564
NDUFAF2P1	ENSG00000279307
LINC02057	ENSG00000249279
TNFRSF14-AS1	ENSG00000238164
MAG	ENSG00000105695
MTND5P11	ENSG00000248923
DDX43P1	ENSG00000248295
MAP3K20	ENSG00000091436
MT1XP1	ENSG00000233929
MTND5P12	ENSG00000251544
PRAMEF6	ENSG00000232423
ALKBH2	ENSG00000189046
Y_RNA	ENSG00000201207
CYP3A51P	ENSG00000282277
CYP3A7	ENSG00000160870
CTNNA1	ENSG00000044115
LY6G5B	ENSG00000240053
CLIC4	ENSG00000169504
LY6G5C	ENSG00000204428
RPS27P21	ENSG00000240759
CFAP43	ENSG00000197748
IFITM3P2	ENSG00000223722
WDFY3	ENSG00000163625
TAOK3	ENSG00000135090
CYP3A137P	ENSG00000261511
ATP6V0D2	ENSG00000147614
NPM1P39	ENSG00000225159
CYP3A52P	ENSG00000260524
LINC01784	ENSG00000228338
SNX33	ENSG00000173548
GJC3	ENSG00000176402
GPR3	ENSG00000181773
ABHD16A	ENSG00000204427
JAML	ENSG00000160593
ACTG1P20	ENSG00000241547
CNTNAP2	ENSG00000174469
DPPA2P2	ENSG00000224129
ARHGEF19-AS1	ENSG00000234166
CAMTA1-DT	ENSG00000237436
CATSPER2	ENSG00000166762
UQCRHL	ENSG00000233954
CHURC1	ENSG00000258289
ZNNT1	ENSG00000261087
CD164L2	ENSG00000174950
ADRB3	ENSG00000188778
DYNLL1P3	ENSG00000235282
NACAP10	ENSG00000254253
SZRD1	ENSG00000055070
TRIM8	ENSG00000171206
CASC19	ENSG00000254166
GEMIN2	ENSG00000092208
HS6ST1	ENSG00000136720
ZNF274	ENSG00000171606
TMEM185B	ENSG00000226479
BCLAF3	ENSG00000173681
CHEK2P3	ENSG00000234898
IL36G	ENSG00000136688
PAQR4	ENSG00000162073
PDIK1L	ENSG00000175087
RNU6-98P	ENSG00000206900
ANAPC1P4	ENSG00000234231
HS6ST2-AS1	ENSG00000235849
NAA20P1	ENSG00000227064
USP26	ENSG00000134588
Y_RNA	ENSG00000274118
CNTNAP2-AS1	ENSG00000236795
XIAPP3	ENSG00000180152
DUTP3	ENSG00000226857
RANP2	ENSG00000232391
MIR548F4	ENSG00000221442
RHOXF1P3	ENSG00000282933
MTND1P28	ENSG00000230158
RNU6-1184P	ENSG00000207318
LINC02595	ENSG00000231566
GREP1	ENSG00000262152
RNA5SP249	ENSG00000251936
DMBT1	ENSG00000187908
RN7SL456P	ENSG00000242266
CAMTA1	ENSG00000171735
U3	ENSG00000199370
YY1P2	ENSG00000229104
RN7SL72P	ENSG00000243374
CHMP3	ENSG00000115561
EGFR-AS1	ENSG00000224057
EXOC1L	ENSG00000250821
ELDR	ENSG00000280890
FGB	ENSG00000171564
CALM1P2	ENSG00000230564
RNU6-863P	ENSG00000251798
CLDN9	ENSG00000213937
GTF2IP7	ENSG00000227038
CLDN6	ENSG00000184697
HSPE1P18	ENSG00000255163
SRRM3	ENSG00000177679
TCF12	ENSG00000140262
MPZL3	ENSG00000160588
DPF3	ENSG00000205683
THOC6	ENSG00000131652
LINC02424	ENSG00000258220
PEBP1	ENSG00000089220
KCNQ3	ENSG00000184156
NKAPP1	ENSG00000233382
VTI1BP4	ENSG00000227759
CCNE1	ENSG00000105173
SOCAR	ENSG00000240350
YWHAG	ENSG00000170027
MPZL2	ENSG00000149573
VCP	ENSG00000165280
YPEL5P3	ENSG00000258251
RPS14P4	ENSG00000226928
NECAP2	ENSG00000157191
PPIAP81	ENSG00000213548
SSC4D	ENSG00000146700
LINC02154	ENSG00000235385
MSI1	ENSG00000135097
FAT4	ENSG00000196159
STON1-GTF2A1L	ENSG00000068781
GNL3L	ENSG00000130119
ZP3	ENSG00000188372
CD3G	ENSG00000160654
FFAR1	ENSG00000126266
LINC02369	ENSG00000256551
MIR4646	ENSG00000266776
LY6G6F	ENSG00000204424
PPP2R1A	ENSG00000105568
LY6G6F-LY6G6D	ENSG00000250641
RNU6-746P	ENSG00000206839
LRRC34P2	ENSG00000250464
OR4K5	ENSG00000176281
IGSF21-AS1	ENSG00000230035
FDPSP2	ENSG00000233980
FCF1P8	ENSG00000251111
ASCL1	ENSG00000139352
OR11H12	ENSG00000257115
PPIAP86	ENSG00000213873
OR11G2	ENSG00000196832
SRD5A3-AS1	ENSG00000249700
LINC00824	ENSG00000254275
ZNF593OS	ENSG00000236782
KIF26A	ENSG00000066735
HSPB1	ENSG00000106211
LY6G6C	ENSG00000204421
USP30	ENSG00000135093
FOLR1	ENSG00000110195
SOD1P3	ENSG00000253651
FBXO6	ENSG00000116663
TRAPPC2P2	ENSG00000253124
CLIC1	ENSG00000213719
PGAM1P13	ENSG00000248838
LINC01603	ENSG00000253479
BICDL2	ENSG00000162069
CRPPA	ENSG00000214960
TMEM165	ENSG00000134851
TOX	ENSG00000198846
PPIAP34	ENSG00000234397
PABPN1	ENSG00000100836
LAPTM5	ENSG00000162511
RNU1-125P	ENSG00000252561
ASAP1	ENSG00000153317
RPL36AP29	ENSG00000224683
SOWAHC	ENSG00000198142
RNU1-22P	ENSG00000200204
CRPPA-AS1	ENSG00000229688
FSIP2-AS1	ENSG00000231646
ZSCAN10	ENSG00000130182
TMSB15B-AS1	ENSG00000231728
SLC30A2	ENSG00000158014
PABPC1P2	ENSG00000198526
Y_RNA	ENSG00000239040
Y_RNA	ENSG00000238585
SOSTDC1	ENSG00000171243
FGFR3	ENSG00000068078
NCK2	ENSG00000071051
RBM27	ENSG00000091009
MTMR2	ENSG00000087053
RPS2P5	ENSG00000240342
LINC02359	ENSG00000284848
LRRC72	ENSG00000205858
LINC00894	ENSG00000235703
ZIM3	ENSG00000141946
PHACTR4	ENSG00000204138
OR4E1	ENSG00000276240
MIR589	ENSG00000207973
SDR39U1	ENSG00000100445
NLRP7	ENSG00000167634
BRWD1P2	ENSG00000258290
ACTB	ENSG00000075624
ZNF213	ENSG00000085644
LINC02388	ENSG00000257259
SNX18	ENSG00000178996
CUX2	ENSG00000111249
HIBCH	ENSG00000198130
OR7E85BP	ENSG00000197468
UNC93B8	ENSG00000249272
DANT1	ENSG00000229335
OR7E111FP	ENSG00000250804
MSH5	ENSG00000204410
CHMP1B2P	ENSG00000278530
SNRPCP16	ENSG00000250342
PIK3R1	ENSG00000145675
CASP16P	ENSG00000228146
ENPP7P10	ENSG00000249767
IFITM3P7	ENSG00000233419
OR1F1	ENSG00000168124
PAFAH1B2	ENSG00000168092
OR1F2P	ENSG00000203581
LINC00921	ENSG00000281005
LINC00507	ENSG00000256193
TRIM2	ENSG00000109654
ZNF263	ENSG00000006194
CD99P1	ENSG00000223773
CNKSR1	ENSG00000142675
NGB	ENSG00000165553
OR11H2	ENSG00000258453
MDGA2	ENSG00000139915
TIGD7	ENSG00000140993
EBAG9	ENSG00000147654
