GO root	GO id	GO name	value	pval
BP	GO:0034728	nucleosome organization	68	1.0
BP	GO:0046959	habituation	1	1.0
BP	GO:0001711	endodermal cell fate commitment	4	1.0
BP	GO:0072362	regulation of glycolytic process by negative regulation of transcription from RNA polymerase II promoter	1	1.0
BP	GO:0051541	elastin metabolic process	1	1.0
BP	GO:0032364	oxygen homeostasis	2	1.0
BP	GO:1902037	negative regulation of hematopoietic stem cell differentiation	1	1.0
BP	GO:0030575	nuclear body organization	6	1.0
BP	GO:0090202	gene looping	4	1.0
BP	GO:0006733	oxidoreduction coenzyme metabolic process	23	1.0
BP	GO:0006953	acute-phase response	20	1.0
BP	GO:0009066	aspartate family amino acid metabolic process	5	1.0
BP	GO:0031163	metallo-sulfur cluster assembly	2	1.0
BP	GO:0016446	somatic hypermutation of immunoglobulin genes	8	1.0
BP	GO:0032007	negative regulation of TOR signaling	20	1.0
BP	GO:0035166	post-embryonic hemopoiesis	3	1.0
BP	GO:1902162	regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	1	1.0
BP	GO:1900619	acetate ester metabolic process	1	1.0
BP	GO:0046457	prostanoid biosynthetic process	3	1.0
BP	GO:0002763	positive regulation of myeloid leukocyte differentiation	23	1.0
BP	GO:0021796	cerebral cortex regionalization	2	1.0
BP	GO:0035633	maintenance of permeability of blood-brain barrier	1	1.0
BP	GO:0021553	olfactory nerve development	2	1.0
BP	GO:0003179	heart valve morphogenesis	24	1.0
BP	GO:1904293	negative regulation of ERAD pathway	4	1.0
BP	GO:1903465	positive regulation of mitotic cell cycle DNA replication	1	1.0
BP	GO:0098813	nuclear chromosome segregation	26	1.0
BP	GO:0034134	toll-like receptor 2 signaling pathway	4	1.0
BP	GO:0021533	cell differentiation in hindbrain	5	1.0
BP	GO:2000451	positive regulation of CD8-positive, alpha-beta T cell extravasation	2	1.0
BP	GO:0007492	endoderm development	9	1.0
BP	GO:1904778	positive regulation of protein localization to cell cortex	2	1.0
BP	GO:0010700	negative regulation of norepinephrine secretion	3	1.0
BP	GO:1902956	regulation of mitochondrial electron transport, NADH to ubiquinone	3	1.0
BP	GO:0051126	negative regulation of actin nucleation	3	1.0
BP	GO:0060322	head development	7	1.0
BP	GO:1900370	positive regulation of RNA interference	1	1.0
BP	GO:0034971	histone H3-R17 methylation	2	1.0
BP	GO:0002455	humoral immune response mediated by circulating immunoglobulin	1	1.0
BP	GO:0071043	CUT metabolic process	1	1.0
BP	GO:0045793	positive regulation of cell size	6	1.0
BP	GO:0072592	oxygen metabolic process	1	1.0
BP	GO:0002269	leukocyte activation involved in inflammatory response	11	1.0
BP	GO:0033689	negative regulation of osteoblast proliferation	4	1.0
BP	GO:1905839	negative regulation of telomeric D-loop disassembly	2	1.0
BP	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	18	1.0
BP	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	32	1.0
BP	GO:0003345	proepicardium cell migration involved in pericardium morphogenesis	1	1.0
BP	GO:0016114	terpenoid biosynthetic process	1	1.0
BP	GO:0003072	renal control of peripheral vascular resistance involved in regulation of systemic arterial blood pressure	1	1.0
BP	GO:0034766	negative regulation of ion transmembrane transport	40	1.0
BP	GO:0045116	protein neddylation	6	1.0
BP	GO:0098967	exocytic insertion of neurotransmitter receptor to postsynaptic membrane	2	1.0
BP	GO:1904792	positive regulation of shelterin complex assembly	1	1.0
BP	GO:0035810	positive regulation of urine volume	4	1.0
BP	GO:0035871	protein K11-linked deubiquitination	2	1.0
BP	GO:0003339	regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	3	1.0
BP	GO:0006610	ribosomal protein import into nucleus	4	1.0
BP	GO:0070911	global genome nucleotide-excision repair	19	1.0
BP	GO:0043932	ossification involved in bone remodeling	2	1.0
BP	GO:0051695	actin filament uncapping	1	1.0
BP	GO:0021816	extension of a leading process involved in cell motility in cerebral cortex radial glia guided migration	1	1.0
BP	GO:0060928	atrioventricular node cell development	1	1.0
BP	GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	17	1.0
BP	GO:0002526	acute inflammatory response	29	1.0
BP	GO:0009169	purine ribonucleoside monophosphate catabolic process	1	1.0
BP	GO:0010830	regulation of myotube differentiation	24	1.0
BP	GO:0061478	response to platelet aggregation inhibitor	4	1.0
BP	GO:0050857	positive regulation of antigen receptor-mediated signaling pathway	11	1.0
BP	GO:0098912	membrane depolarization during atrial cardiac muscle cell action potential	2	1.0
BP	GO:0043269	regulation of ion transport	184	1.0
BP	GO:1902414	protein localization to cell junction	7	1.0
BP	GO:0097286	iron ion import	6	1.0
BP	GO:0033634	positive regulation of cell-cell adhesion mediated by integrin	3	1.0
BP	GO:0008585	female gonad development	3	1.0
BP	GO:1904396	regulation of neuromuscular junction development	3	1.0
BP	GO:0002067	glandular epithelial cell differentiation	10	1.0
BP	GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	16	1.0
BP	GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway	1	1.0
BP	GO:2000984	negative regulation of ATP citrate synthase activity	2	1.0
BP	GO:0046323	glucose import	2	1.0
BP	GO:0051645	Golgi localization	9	1.0
BP	GO:0010046	response to mycotoxin	4	1.0
BP	GO:2000820	negative regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation	1	1.0
BP	GO:0060067	cervix development	1	1.0
BP	GO:0048392	intermediate mesodermal cell differentiation	1	1.0
BP	GO:0060372	regulation of atrial cardiac muscle cell membrane repolarization	5	1.0
BP	GO:0010916	negative regulation of very-low-density lipoprotein particle clearance	1	1.0
BP	GO:0019348	dolichol metabolic process	1	1.0
BP	GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal	6	1.0
BP	GO:1901165	positive regulation of trophoblast cell migration	4	1.0
BP	GO:0002577	regulation of antigen processing and presentation	13	1.0
BP	GO:0051656	establishment of organelle localization	104	1.0
BP	GO:0042366	cobalamin catabolic process	1	1.0
BP	GO:0046636	negative regulation of alpha-beta T cell activation	16	1.0
BP	GO:0010612	regulation of cardiac muscle adaptation	6	1.0
BP	GO:1902151	regulation of response to DNA integrity checkpoint signaling	1	1.0
BP	GO:0001544	initiation of primordial ovarian follicle growth	1	1.0
BP	GO:0010919	regulation of inositol phosphate biosynthetic process	5	1.0
BP	GO:0061855	negative regulation of neuroblast migration	1	1.0
BP	GO:0071478	cellular response to radiation	80	1.0
BP	GO:1903755	positive regulation of SUMO transferase activity	1	1.0
BP	GO:0035794	positive regulation of mitochondrial membrane permeability	3	1.0
BP	GO:0046444	FMN metabolic process	1	1.0
BP	GO:0019953	sexual reproduction	4	1.0
BP	GO:0055067	monovalent inorganic cation homeostasis	20	1.0
BP	GO:0046124	purine deoxyribonucleoside catabolic process	1	1.0
BP	GO:0032829	regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	2	1.0
BP	GO:0099541	trans-synaptic signaling by lipid	2	1.0
BP	GO:1902965	regulation of protein localization to early endosome	1	1.0
BP	GO:0097529	myeloid leukocyte migration	60	1.0
BP	GO:0042982	amyloid precursor protein metabolic process	6	1.0
BP	GO:0072243	metanephric nephron epithelium development	2	1.0
BP	GO:0097278	complement-dependent cytotoxicity	1	1.0
BP	GO:0070383	DNA cytosine deamination	4	1.0
BP	GO:0045820	negative regulation of glycolytic process	9	1.0
BP	GO:0000388	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)	1	1.0
BP	GO:0086097	phospholipase C-activating angiotensin-activated signaling pathway	1	1.0
BP	GO:1905340	regulation of protein localization to kinetochore	3	1.0
BP	GO:0070129	regulation of mitochondrial translation	3	1.0
BP	GO:0006863	purine nucleobase transport	1	1.0
BP	GO:0060453	regulation of gastric acid secretion	2	1.0
BP	GO:0060055	angiogenesis involved in wound healing	7	1.0
BP	GO:0018023	peptidyl-lysine trimethylation	8	1.0
BP	GO:0033861	negative regulation of NAD(P)H oxidase activity	2	1.0
BP	GO:0034696	response to prostaglandin F	1	1.0
BP	GO:0098712	L-glutamate import across plasma membrane	1	1.0
BP	GO:0050432	catecholamine secretion	1	1.0
BP	GO:0006432	phenylalanyl-tRNA aminoacylation	2	1.0
BP	GO:1900721	positive regulation of uterine smooth muscle relaxation	1	1.0
BP	GO:0090293	nitrogen catabolite regulation of transcription	1	1.0
BP	GO:0043696	dedifferentiation	2	1.0
BP	GO:0031580	membrane raft distribution	1	1.0
BP	GO:1901895	negative regulation of calcium-transporting ATPase activity	1	1.0
BP	GO:0043525	positive regulation of neuron apoptotic process	30	1.0
BP	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	20	1.0
BP	GO:0021919	BMP signaling pathway involved in spinal cord dorsal/ventral patterning	1	1.0
BP	GO:0071650	negative regulation of chemokine (C-C motif) ligand 5 production	1	1.0
BP	GO:1903772	regulation of viral budding via host ESCRT complex	2	1.0
BP	GO:0051930	regulation of sensory perception of pain	7	1.0
BP	GO:0007052	mitotic spindle organization	34	1.0
BP	GO:1901797	negative regulation of signal transduction by p53 class mediator	15	1.0
BP	GO:0003091	renal water homeostasis	8	1.0
BP	GO:0090271	positive regulation of fibroblast growth factor production	1	1.0
BP	GO:0065005	protein-lipid complex assembly	11	1.0
BP	GO:1901492	positive regulation of lymphangiogenesis	1	1.0
BP	GO:0042276	error-prone translesion synthesis	8	1.0
BP	GO:0032042	mitochondrial DNA metabolic process	3	1.0
BP	GO:0031280	negative regulation of cyclase activity	6	1.0
BP	GO:0033564	anterior/posterior axon guidance	4	1.0
BP	GO:0019740	nitrogen utilization	1	1.0
BP	GO:0019405	alditol catabolic process	1	1.0
BP	GO:0001935	endothelial cell proliferation	11	1.0
BP	GO:1905438	non-canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation	1	1.0
BP	GO:0006586	indolalkylamine metabolic process	1	1.0
BP	GO:0035606	peptidyl-cysteine S-trans-nitrosylation	1	1.0
BP	GO:0010724	regulation of definitive erythrocyte differentiation	3	1.0
BP	GO:0016056	rhodopsin mediated signaling pathway	2	1.0
BP	GO:0015868	purine ribonucleotide transport	1	1.0
BP	GO:0018216	peptidyl-arginine methylation	7	1.0
BP	GO:0003215	cardiac right ventricle morphogenesis	6	1.0
BP	GO:0034333	adherens junction assembly	12	1.0
BP	GO:0061154	endothelial tube morphogenesis	7	1.0
BP	GO:2000615	regulation of histone H3-K9 acetylation	7	1.0
BP	GO:0045747	positive regulation of Notch signaling pathway	18	1.0
BP	GO:0046039	GTP metabolic process	11	1.0
BP	GO:0001921	positive regulation of receptor recycling	5	1.0
BP	GO:0038063	collagen-activated tyrosine kinase receptor signaling pathway	3	1.0
BP	GO:0007610	behavior	161	1.0
BP	GO:0002820	negative regulation of adaptive immune response	23	1.0
BP	GO:2000742	regulation of anterior head development	1	1.0
BP	GO:0072329	monocarboxylic acid catabolic process	5	1.0
BP	GO:0046512	sphingosine biosynthetic process	3	1.0
BP	GO:0002644	negative regulation of tolerance induction	1	1.0
BP	GO:0060318	definitive erythrocyte differentiation	2	1.0
BP	GO:0006111	regulation of gluconeogenesis	15	1.0
BP	GO:0006360	transcription by RNA polymerase I	4	1.0
BP	GO:0070101	positive regulation of chemokine-mediated signaling pathway	1	1.0
BP	GO:0009649	entrainment of circadian clock	14	1.0
BP	GO:0032941	secretion by tissue	6	1.0
BP	GO:0002920	regulation of humoral immune response	17	1.0
BP	GO:2000544	regulation of endothelial cell chemotaxis to fibroblast growth factor	5	1.0
BP	GO:0070528	protein kinase C signaling	2	1.0
BP	GO:1903094	negative regulation of protein K48-linked deubiquitination	2	1.0
BP	GO:0048769	sarcomerogenesis	2	1.0
BP	GO:0033619	membrane protein proteolysis	14	1.0
BP	GO:1904238	pericyte cell differentiation	1	1.0
BP	GO:0033003	regulation of mast cell activation	17	1.0
BP	GO:1903798	regulation of production of miRNAs involved in gene silencing by miRNA	12	1.0
BP	GO:0003166	bundle of His development	1	1.0
BP	GO:0061762	CAMKK-AMPK signaling cascade	1	1.0
BP	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	3	1.0
BP	GO:0048548	regulation of pinocytosis	4	1.0
BP	GO:0072205	metanephric collecting duct development	2	1.0
BP	GO:0006491	N-glycan processing	1	1.0
BP	GO:0046639	negative regulation of alpha-beta T cell differentiation	10	1.0
BP	GO:0048704	embryonic skeletal system morphogenesis	18	1.0
BP	GO:0002876	positive regulation of chronic inflammatory response to antigenic stimulus	2	1.0
BP	GO:0009144	purine nucleoside triphosphate metabolic process	32	1.0
BP	GO:0060148	positive regulation of posttranscriptional gene silencing	15	1.0
BP	GO:0044414	suppression of host defenses	1	1.0
BP	GO:0072432	response to G1 DNA damage checkpoint signaling	1	1.0
BP	GO:0072102	glomerulus morphogenesis	2	1.0
BP	GO:0010288	response to lead ion	13	1.0
BP	GO:1900390	regulation of iron ion import	3	1.0
BP	GO:0002891	positive regulation of immunoglobulin mediated immune response	27	1.0
BP	GO:2000322	regulation of glucocorticoid receptor signaling pathway	8	1.0
BP	GO:0001832	blastocyst growth	3	1.0
BP	GO:1904395	positive regulation of skeletal muscle acetylcholine-gated channel clustering	1	1.0
BP	GO:0002028	regulation of sodium ion transport	31	1.0
BP	GO:0090345	cellular organohalogen metabolic process	1	1.0
BP	GO:0071870	cellular response to catecholamine stimulus	20	1.0
BP	GO:1902103	negative regulation of metaphase/anaphase transition of meiotic cell cycle	1	1.0
BP	GO:0072602	interleukin-4 secretion	4	1.0
BP	GO:0060546	negative regulation of necroptotic process	9	1.0
BP	GO:0043462	regulation of ATPase activity	17	1.0
BP	GO:0003363	lamellipodium assembly involved in ameboidal cell migration	1	1.0
BP	GO:0036500	ATF6-mediated unfolded protein response	6	1.0
BP	GO:0003290	atrial septum secundum morphogenesis	1	1.0
BP	GO:0035747	natural killer cell chemotaxis	2	1.0
BP	GO:0090045	positive regulation of deacetylase activity	5	1.0
BP	GO:1901162	primary amino compound biosynthetic process	1	1.0
BP	GO:1903463	regulation of mitotic cell cycle DNA replication	3	1.0
BP	GO:0071426	ribonucleoprotein complex export from nucleus	4	1.0
BP	GO:0032099	negative regulation of appetite	5	1.0
BP	GO:0032048	cardiolipin metabolic process	2	1.0
BP	GO:0071893	BMP signaling pathway involved in nephric duct formation	1	1.0
BP	GO:1905931	negative regulation of vascular smooth muscle cell differentiation involved in phenotypic switching	2	1.0
BP	GO:0035262	gonad morphogenesis	1	1.0
BP	GO:1904990	regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway	1	1.0
BP	GO:0003331	positive regulation of extracellular matrix constituent secretion	1	1.0
BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	528	1.0
BP	GO:0072125	negative regulation of glomerular mesangial cell proliferation	2	1.0
BP	GO:0000350	generation of catalytic spliceosome for second transesterification step	1	1.0
BP	GO:0032800	receptor biosynthetic process	4	1.0
BP	GO:0045636	positive regulation of melanocyte differentiation	1	1.0
BP	GO:0033189	response to vitamin A	5	1.0
BP	GO:1905774	regulation of DNA helicase activity	2	1.0
BP	GO:0051608	histamine transport	5	1.0
BP	GO:2001268	negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	3	1.0
BP	GO:0050853	B cell receptor signaling pathway	17	1.0
BP	GO:0001916	positive regulation of T cell mediated cytotoxicity	14	1.0
BP	GO:0070092	regulation of glucagon secretion	2	1.0
BP	GO:0035665	TIRAP-dependent toll-like receptor 4 signaling pathway	1	1.0
BP	GO:0015817	histidine transport	1	1.0
BP	GO:0002831	regulation of response to biotic stimulus	57	1.0
BP	GO:1902475	L-alpha-amino acid transmembrane transport	1	1.0
BP	GO:0040009	regulation of growth rate	2	1.0
BP	GO:1905225	response to thyrotropin-releasing hormone	1	1.0
BP	GO:0031579	membrane raft organization	4	1.0
BP	GO:0042953	lipoprotein transport	6	1.0
BP	GO:0070413	trehalose metabolism in response to stress	1	1.0
BP	GO:0090346	cellular organofluorine metabolic process	1	1.0
BP	GO:0002407	dendritic cell chemotaxis	13	1.0
BP	GO:0034393	positive regulation of smooth muscle cell apoptotic process	11	1.0
BP	GO:1903598	positive regulation of gap junction assembly	2	1.0
BP	GO:0007368	determination of left/right symmetry	11	1.0
BP	GO:0070570	regulation of neuron projection regeneration	12	1.0
BP	GO:0002318	myeloid progenitor cell differentiation	1	1.0
BP	GO:0030032	lamellipodium assembly	15	1.0
BP	GO:0046880	regulation of follicle-stimulating hormone secretion	3	1.0
BP	GO:0030473	nuclear migration along microtubule	1	1.0
